num_lines,num_chars,num_tokens,num_IfStmt,avgTokenLength,numMethods,avgMethodLength,numSwitchStmt,numOfLoops,is_ai_generated
92,2540,285,0,8.912280702,9,7,0,0,1
104,3252,404,2,8.04950495,5,2,0,0,0
97,3086,484,2,6.376033058,6,7,0,0,1
30,1007,179,0,5.625698324,1,0,0,0,0
73,2045,237,0,8.628691983,8,2,0,1,1
142,5307,706,5,7.516997167,3,3,0,1,0
80,1852,273,0,6.783882784,6,2,0,0,1
35,1002,172,0,5.825581395,0,0,0,0,0
129,4877,471,2,10.35456476,12,7,0,3,1
62,1941,318,0,6.103773585,0,0,0,0,0
146,3981,519,3,7.670520231,8,2,0,1,1
83,2418,282,1,8.574468085,6,3,0,0,0
66,1034,170,0,6.082352941,8,2,0,0,1
49,1105,208,0,5.3125,6,1,0,0,0
71,1903,219,0,8.689497717,2,2,0,0,1
36,1064,177,0,6.011299435,1,2,0,0,0
85,2226,263,2,8.463878327,9,17,0,1,1
199,6547,758,9,8.637203166,17,5,0,2,0
128,4905,442,7,11.09728507,2,21,0,1,1
46,1371,158,1,8.67721519,2,3,0,0,0
59,1030,160,0,6.4375,8,2,0,0,1
103,3425,461,5,7.429501085,10,6,0,0,0
59,1646,174,0,9.459770115,4,7,0,0,1
90,2324,306,4,7.594771242,3,24,0,1,0
79,2133,227,0,9.396475771,6,7,0,0,1
93,2900,474,1,6.11814346,5,3,0,0,0
83,2742,257,1,10.6692607,9,2,0,0,1
150,3893,591,8,6.58714044,10,3,0,0,0
34,895,135,0,6.62962963,1,2,0,0,1
67,1650,210,2,7.857142857,4,13,0,2,0
43,992,157,0,6.318471338,4,2,0,0,1
85,2566,443,0,5.792325056,5,2,0,0,0
89,4487,349,0,12.85673352,6,5,0,2,1
35,1177,206,0,5.713592233,3,0,0,0,0
184,6321,642,11,9.845794393,5,14,0,0,1
120,2969,385,3,7.711688312,8,5,0,0,0
152,3571,478,0,7.470711297,23,8,0,0,1
41,1270,238,0,5.336134454,3,0,0,0,0
92,2781,279,0,9.967741935,8,7,0,0,1
61,1696,188,1,9.021276596,3,2,0,0,0
173,5645,628,12,8.988853503,11,36,0,5,1
73,2487,359,0,6.927576602,2,8,0,0,0
184,4429,586,0,7.558020478,32,2,0,0,1
234,6220,851,13,7.309048179,15,8,1,6,0
89,1864,288,2,6.472222222,12,2,0,0,1
206,6322,624,8,10.13141026,21,10,0,1,0
64,1779,186,0,9.564516129,5,3,0,0,1
104,2323,272,0,8.540441176,2,5,1,0,0
143,2668,409,0,6.523227384,22,2,0,0,1
62,1562,192,0,8.135416667,5,4,1,0,0
66,1777,184,0,9.657608696,5,7,0,0,1
102,3650,480,2,7.604166667,2,2,0,0,0
155,5213,475,4,10.97473684,15,10,0,1,1
49,1321,212,0,6.231132075,0,0,0,0,0
36,1116,103,0,10.83495146,13,0,0,0,1
176,6022,892,6,6.751121076,12,7,0,2,0
162,6137,627,0,9.787878788,13,2,0,0,1
74,1794,248,1,7.233870968,7,2,0,0,0
77,1645,226,2,7.278761062,10,7,0,0,1
163,5211,586,1,8.892491468,14,3,0,0,0
71,2085,209,0,9.976076555,6,3,0,0,1
35,964,94,0,10.25531915,3,3,0,0,0
111,4365,349,3,12.50716332,9,9,0,1,1
117,3936,354,0,11.11864407,7,2,0,0,0
214,4451,643,0,6.922239502,38,2,0,0,1
95,2978,282,0,10.56028369,6,2,0,0,0
54,1427,149,0,9.577181208,5,7,0,0,1
50,1256,122,0,10.29508197,2,6,0,0,0
57,1693,164,1,10.32317073,5,3,0,1,1
70,1741,192,0,9.067708333,9,2,0,0,0
62,1748,307,4,5.693811075,2,6,0,2,1
65,1231,225,0,5.471111111,2,9,1,0,0
95,2897,490,5,5.912244898,2,6,0,5,1
1697,52908,6013,222,8.798935639,97,59,5,2,0
57,1314,232,2,5.663793103,2,9,0,2,1
609,19454,2142,57,9.0821662,42,18,5,2,0
54,1600,187,3,8.556149733,2,5,0,2,1
1110,38816,3965,101,9.789659521,66,54,5,21,0
53,1327,209,4,6.349282297,3,11,0,0,1
1107,34378,3910,102,8.792327366,68,54,5,20,0
128,3700,482,11,7.676348548,7,7,0,4,1
121,2184,388,0,5.628865979,2,24,1,0,0
81,2088,362,7,5.767955801,4,5,0,4,1
86,1807,293,0,6.167235495,2,15,1,0,0
80,2440,270,4,9.037037037,4,6,0,3,1
74,1330,252,0,5.277777778,2,11,1,0,0
37,1009,156,1,6.467948718,3,6,0,1,1
59,1943,159,0,12.22012579,1,12,0,0,0
39,1268,163,1,7.779141104,3,6,0,1,1
6533,225882,23891,474,9.454690051,551,17,60,24,0
42,1371,184,2,7.451086957,3,6,0,1,1
591,23244,2346,5,9.907928389,12,10,0,15,0
42,832,179,2,4.648044693,2,6,0,3,1
66,1130,228,0,4.956140351,2,9,1,0,0
50,1549,263,4,5.88973384,3,5,0,1,1
1418,48004,5004,140,9.5931255,85,82,5,31,0
48,1473,246,4,5.987804878,3,5,0,1,1
1201,37132,4232,137,8.774102079,73,50,5,10,0
26,636,118,1,5.389830508,2,8,0,0,1
8341,278990,30400,630,9.177302632,677,17,70,52,0
94,2200,351,5,6.267806268,5,21,0,3,1
58,1058,206,0,5.13592233,2,7,7,0,0
90,2756,350,9,7.874285714,5,6,0,4,1
164,5601,589,1,9.509337861,2,25,0,0,0
23,564,112,3,5.035714286,1,17,0,1,1
897,27770,3159,102,8.790756569,57,27,5,2,0
16,411,86,0,4.779069767,1,12,0,2,1
876,26585,3113,86,8.539993575,57,27,5,2,0
27,813,167,1,4.868263473,1,20,0,4,1
711,21407,2487,70,8.607559308,47,19,5,2,0
16,549,107,3,5.130841121,1,14,0,1,1
384,11145,1358,20,8.206921944,32,4,5,2,0
31,705,122,2,5.778688525,2,12,0,0,1
62,1040,211,0,4.928909953,2,8,1,0,0
21,520,95,1,5.473684211,1,15,0,1,1
802,25108,2824,72,8.890934844,53,35,5,12,0
15,317,55,0,5.763636364,1,7,0,1,1
73,2625,263,1,9.980988593,1,38,0,1,0
80,2338,403,9,5.801488834,4,25,0,9,1
1301,40086,4584,166,8.744764398,77,43,5,2,0
64,1931,368,6,5.247282609,2,23,0,7,1
871,27894,3099,82,9.000968054,57,27,5,2,0
21,410,83,2,4.939759036,1,14,0,1,1
498,14368,1751,40,8.205596802,37,13,5,2,0
22,756,99,1,7.636363636,2,9,0,1,1
206,6689,714,1,9.368347339,4,16,0,1,0
25,595,93,1,6.397849462,1,15,0,1,1
562,21677,2210,5,9.808597285,12,10,0,15,0
39,1191,175,4,6.805714286,2,16,0,2,1
473,10951,1309,0,8.365928189,2,148,1,0,0
25,630,87,0,7.24137931,3,2,0,0,1
66,1222,228,0,5.359649123,2,9,1,0,0
60,1478,266,3,5.556390977,2,30,0,5,1
195,5487,726,9,7.55785124,7,24,0,4,0
55,1260,206,4,6.116504854,1,27,0,2,1
58,1135,209,0,5.43062201,2,8,1,0,0
38,720,145,3,4.965517241,1,20,0,1,1
65,1131,225,0,5.026666667,2,9,1,0,0
32,857,163,3,5.257668712,1,24,0,3,1
1166,34073,4096,135,8.318603516,70,42,5,7,0
31,997,168,2,5.93452381,2,20,0,2,1
695,21452,2446,70,8.770237122,47,19,5,2,0
37,808,153,3,5.281045752,4,7,0,3,1
859,27432,3023,87,9.074429375,54,32,5,7,0
24,625,118,2,5.296610169,1,17,0,2,1
57,1649,189,2,8.724867725,1,24,0,0,0
22,480,95,2,5.052631579,1,8,0,0,1
59,1783,193,2,9.238341969,1,23,0,0,0
64,1841,286,3,6.437062937,4,10,0,6,1
56,1646,176,2,9.352272727,1,24,0,0,0
65,1947,301,3,6.468438538,4,10,0,6,1
63,1936,188,2,10.29787234,1,27,0,0,0
63,1594,298,3,5.348993289,1,18,0,1,1
72,1242,223,0,5.569506726,11,2,0,0,0
67,2318,396,8,5.853535354,2,21,0,3,1
28,597,74,1,8.067567568,1,8,0,1,0
59,1626,259,3,6.277992278,2,10,0,3,1
23,654,63,0,10.38095238,3,2,0,0,0
85,2187,362,2,6.041436464,2,25,0,6,1
100,1789,330,0,5.421212121,19,2,0,0,0
50,1370,240,7,5.708333333,2,22,0,1,1
29,704,80,2,8.8,1,10,0,1,0
